txn_id,txn_type,order_ref,gross_amount_paise,fee_paise,gst_on_fee_paise,net_amount_paise,txn_datetime,settlement_id,payment_method,status
pay_000129,payment,ORD4128,29950,0,0,29950,2026-08-14T14:03:00,setl_0004,upi,captured
pay_000098,payment,ORD4097,24900,0,0,24900,2026-08-14T14:22:00,setl_9371,upi,captured
pay_000281,payment,ORD4280,120000,0,0,120000,2026-08-14T15:01:00,setl_0004,upi,captured
pay_000190,payment,ORD4189,19900,0,0,19900,2026-08-14T15:14:00,setl_0004,upi,captured
pay_000046,payment,ORD4045,19950,399,72,19479,2026-08-14T16:09:00,setl_0004,card,captured
pay_000119,payment,ORD4118,59900,0,0,59900,2026-08-14T18:16:00,setl_0004,upi,captured
pay_000113,payment,ORD4112,34900,0,0,34900,2026-08-14T18:32:00,setl_0004,upi,captured
pay_000080,payment,ORD4079,120050,2401,432,117217,2026-08-14T18:57:00,setl_0004,card,captured
pay_000246,payment,ORD4245,34950,699,126,34125,2026-08-14T20:04:00,setl_0004,card,captured
pay_000282,payment,ORD4281,29900,0,0,29900,2026-08-15T08:23:00,setl_0005,upi,captured
pay_000006,payment,ORD4005,34900,0,0,34900,2026-08-15T09:37:00,setl_0005,upi,captured
pay_000144,payment,ORD4143,19950,399,72,19479,2026-08-15T11:26:00,setl_0005,card,captured
pay_000020,payment,ORD4019,59999,0,0,59999,2026-08-15T12:18:00,setl_0005,upi,captured
pay_000170,payment,ORD4169,34900,0,0,34900,2026-08-15T14:22:00,setl_0005,upi,captured
pay_000145,payment,ORD4144,24900,498,90,24312,2026-08-15T14:56:00,setl_0005,card,captured
pay_000057,payment,ORD4056,899900,0,0,899900,2026-08-15T19:27:00,setl_0005,upi,captured
pay_000239,payment,ORD4238,399900,0,0,399900,2026-08-15T19:50:00,setl_0005,upi,captured
pay_000110,payment,ORD4109,89900,0,0,89900,2026-08-16T11:05:00,setl_0006,upi,captured
pay_000298,payment,ORD4297,45000,900,162,43938,2026-08-16T11:12:00,setl_0006,card,captured
pay_000093,payment,ORD4092,249900,0,0,249900,2026-08-16T12:05:00,setl_0006,upi,captured
pay_000218,payment,ORD4217,19900,0,0,19900,2026-08-16T12:48:00,setl_0006,upi,captured
pay_000268,payment,ORD4267,120000,2400,432,117168,2026-08-16T13:45:00,setl_0006,card,captured
pay_000038,payment,ORD4037,49900,998,180,48722,2026-08-16T15:56:00,setl_0006,card,captured
pay_000257,payment,ORD4256,75000,1500,270,73230,2026-08-16T16:05:00,setl_0006,card,captured
pay_000153,payment,ORD4152,120000,2160,389,117451,2026-08-17T09:03:00,setl_0007,wallet,captured
pay_000117,payment,ORD4116,24950,0,0,24950,2026-08-17T10:09:00,setl_0007,upi,captured
pay_000187,payment,ORD4186,19900,398,72,19430,2026-08-17T10:39:00,setl_0007,card,captured
pay_000054,payment,ORD4053,45000,1200,216,43584,2026-08-17T14:04:00,setl_0007,netbanking,captured
pay_000124,payment,ORD4123,59900,1198,216,58486,2026-08-17T15:02:00,setl_0007,card,captured
pay_000224,payment,ORD4223,120000,0,0,120000,2026-08-17T15:08:00,setl_0007,upi,captured
pay_000086,payment,ORD4085,24999,1200,216,23583,2026-08-17T15:16:00,setl_0007,netbanking,captured
pay_000227,payment,ORD4226,120000,2400,432,117168,2026-08-17T16:12:00,setl_0007,card,captured
pay_000088,payment,ORD4087,75050,1200,216,73634,2026-08-17T19:48:00,setl_0007,netbanking,captured
pay_000247,payment,ORD4246,59950,1079,194,58677,2026-08-17T21:09:00,setl_0007,wallet,captured
pay_000156,payment,ORD4155,34900,698,126,34076,2026-08-18T08:38:00,setl_0008,card,captured
pay_000151,payment,ORD4150,24950,449,81,24420,2026-08-18T11:32:00,setl_0008,wallet,captured
pay_000201,payment,ORD4200,49900,998,180,48722,2026-08-18T11:41:00,setl_0008,card,captured
pay_000231,payment,ORD4230,19900,0,0,19900,2026-08-18T11:56:00,setl_0008,upi,captured
pay_000243,payment,ORD4242,19900,0,0,19900,2026-08-18T12:24:00,setl_0008,upi,captured
pay_000292,payment,ORD4291,19900,1200,216,18484,2026-08-18T12:27:00,setl_0008,netbanking,captured
pay_000100,payment,ORD4099,120000,0,0,120000,2026-08-18T13:04:00,setl_0008,upi,captured
pay_000186,payment,ORD4185,49900,998,180,48722,2026-08-18T14:23:00,setl_0008,card,captured
pay_000028,payment,ORD4027,89900,0,0,89900,2026-08-18T15:53:00,setl_0008,upi,captured
pay_000220,payment,ORD4219,34900,0,0,34900,2026-08-18T17:10:00,setl_0008,upi,captured
pay_000233,payment,ORD4232,34950,699,126,34125,2026-08-18T17:47:00,setl_0008,card,captured
pay_000229,payment,ORD4228,24900,0,0,24900,2026-08-18T19:06:00,setl_0008,upi,captured
pay_000249,payment,ORD4248,59900,0,0,59900,2026-08-18T19:24:00,setl_0008,upi,captured
pay_000018,payment,ORD4017,899900,16198,2916,880786,2026-08-18T19:26:00,setl_0008,wallet,captured
pay_000111,payment,ORD4110,19950,0,0,19950,2026-08-18T20:36:00,setl_0008,upi,captured
pay_000288,payment,ORD4287,45000,0,0,45000,2026-08-18T20:48:00,setl_0008,upi,captured
pay_000065,payment,ORD4064,49999,0,0,49999,2026-08-18T21:07:00,setl_0008,upi,captured
pay_000075,payment,ORD4074,45050,0,0,45050,2026-08-19T08:29:00,setl_0009,upi,captured
pay_000270,payment,ORD4269,75099,1502,270,73327,2026-08-19T09:00:00,setl_0009,card,captured
pay_000165,payment,ORD4164,24900,0,0,24900,2026-08-19T10:33:00,setl_0009,upi,captured
pay_000160,payment,ORD4159,120000,0,0,120000,2026-08-19T14:03:00,setl_0009,upi,captured
pay_000005,payment,ORD4004,120000,2400,432,117168,2026-08-19T14:09:00,setl_0009,card,captured
pay_000121,payment,ORD4120,399900,0,0,399900,2026-08-19T15:17:00,setl_0009,upi,captured
pay_000068,payment,ORD4067,45000,900,162,43938,2026-08-19T15:32:00,setl_0009,card,captured
pay_000188,payment,ORD4187,49900,998,180,48722,2026-08-19T18:55:00,setl_0009,card,captured
pay_000126,payment,ORD4125,75000,0,0,75000,2026-08-19T20:52:00,setl_0009,upi,captured
pay_000179,payment,ORD4178,34900,1200,216,33484,2026-08-19T20:58:00,setl_0009,netbanking,captured
pay_000142,payment,ORD4141,120000,0,0,120000,2026-08-19T21:44:00,setl_0009,upi,captured
pay_000167,payment,ORD4166,899900,0,0,899900,2026-08-20T08:38:00,setl_0010,upi,captured
pay_000001,payment,ORD4000,24999,0,0,24999,2026-08-20T10:25:00,setl_0010,upi,captured
pay_000021,payment,ORD4020,1250000,25000,4500,1220500,2026-08-20T10:44:00,setl_0010,card,captured
pay_000090,payment,ORD4089,45099,902,162,44035,2026-08-20T12:41:00,setl_0010,card,captured
pay_000077,payment,ORD4076,89900,0,0,89900,2026-08-20T14:05:00,setl_0010,upi,captured
pay_000076,payment,ORD4075,45000,0,0,45000,2026-08-20T16:20:00,setl_0010,upi,captured
pay_000099,payment,ORD4098,34900,1200,216,33484,2026-08-20T21:25:00,setl_0010,netbanking,captured
pay_000029,payment,ORD4028,19999,0,0,19999,2026-08-21T10:44:00,setl_0011,upi,captured
pay_000223,payment,ORD4222,89999,0,0,89999,2026-08-21T11:19:00,setl_0011,upi,captured
pay_000191,payment,ORD4190,89900,0,0,89900,2026-08-21T12:06:00,setl_0011,upi,captured
pay_000149,payment,ORD4148,75000,0,0,75000,2026-08-21T12:47:00,setl_0011,upi,captured
pay_000214,payment,ORD4213,49900,998,180,48722,2026-08-21T12:59:00,setl_0011,card,captured
pay_000035,payment,ORD4034,34950,0,0,34950,2026-08-21T13:05:00,setl_0011,upi,captured
pay_000058,payment,ORD4057,19900,398,72,19430,2026-08-21T13:05:00,setl_0011,card,captured
pay_000261,payment,ORD4260,249900,0,0,249900,2026-08-21T14:26:00,setl_0011,upi,captured
pay_000286,payment,ORD4285,29900,538,97,29265,2026-08-21T17:46:00,setl_0011,wallet,captured
pay_000287,payment,ORD4286,59950,0,0,59950,2026-08-21T18:10:00,setl_0011,upi,captured
pay_000300,payment,ORD4299,75000,0,0,75000,2026-08-21T21:06:00,setl_0011,upi,captured
pay_000097,payment,ORD4096,75050,0,0,75050,2026-08-22T08:10:00,setl_0012,upi,captured
pay_000175,payment,ORD4174,59900,0,0,59900,2026-08-22T09:04:00,setl_0012,upi,captured
pay_000023,payment,ORD4022,19900,0,0,19900,2026-08-22T09:30:00,setl_0012,upi,captured
pay_000114,payment,ORD4113,45000,0,0,45100,2026-08-22T14:41:00,setl_0012,upi,captured
pay_000039,payment,ORD4038,24900,0,0,24900,2026-08-22T15:25:00,setl_0012,upi,captured
pay_000245,payment,ORD4244,899900,0,0,899900,2026-08-22T16:14:00,setl_0012,upi,captured
pay_000104,payment,ORD4103,24900,448,81,24371,2026-08-22T16:35:00,setl_0012,wallet,captured
pay_000242,payment,ORD4241,1250000,0,0,1250000,2026-08-22T16:48:00,setl_0012,upi,captured
pay_000207,payment,ORD4206,29900,0,0,29900,2026-08-22T17:37:00,setl_0012,upi,captured
pay_000173,payment,ORD4172,75000,0,0,75000,2026-08-22T18:23:00,setl_0012,upi,captured
pay_000269,payment,ORD4268,1250000,25000,4500,1220500,2026-08-22T19:35:00,setl_0012,card,captured
pay_000299,payment,ORD4298,399900,0,0,399900,2026-08-22T20:33:00,setl_0012,upi,captured
pay_000258,payment,ORD4257,75099,0,0,75099,2026-08-23T11:52:00,setl_0013,upi,captured
pay_000147,payment,ORD4146,399900,7998,1440,390462,2026-08-23T15:39:00,setl_0013,card,captured
pay_000136,payment,ORD4135,575000,0,0,575000,2026-08-24T09:51:00,setl_0014,upi,captured
pay_000132,payment,ORD4131,45000,0,0,45000,2026-08-24T10:06:00,setl_0014,upi,captured
pay_000024,payment,ORD4023,19900,0,0,19900,2026-08-24T10:07:00,setl_0014,upi,captured
pay_000010,payment,ORD4009,249900,0,0,249900,2026-08-24T12:38:00,setl_0014,upi,captured
pay_000143,payment,ORD4142,24999,0,0,24999,2026-08-24T13:50:00,setl_0014,upi,captured
pay_000027,payment,ORD4026,29900,598,108,29194,2026-08-24T15:30:00,setl_0014,card,captured
pay_000050,payment,ORD4049,24950,0,0,24950,2026-08-24T16:01:00,setl_0014,upi,captured
pay_000296,payment,ORD4295,49900,0,0,49900,2026-08-24T16:05:00,setl_0014,upi,captured
pay_000105,payment,ORD4104,45050,0,0,45050,2026-08-24T17:48:00,setl_0014,upi,captured
pay_000008,payment,ORD4007,45000,900,162,43938,2026-08-24T17:59:00,setl_0014,card,captured
pay_000163,payment,ORD4162,19999,0,0,19999,2026-08-24T20:10:00,setl_0014,upi,captured
pay_000016,payment,ORD4015,29900,0,0,29900,2026-08-25T08:13:00,setl_0015,upi,captured
pay_000091,payment,ORD4090,24900,498,90,24312,2026-08-25T08:31:00,setl_0015,card,captured
pay_000081,payment,ORD4080,29900,598,108,29194,2026-08-25T10:18:00,setl_0015,card,captured
pay_000134,payment,ORD4133,75000,0,0,75000,2026-08-25T11:23:00,setl_0015,upi,captured
pay_000034,payment,ORD4033,49950,999,180,48771,2026-08-25T12:12:00,setl_0015,card,captured
pay_000174,payment,ORD4173,120050,1200,216,118634,2026-08-25T15:15:00,setl_0015,netbanking,captured
pay_000013,payment,ORD4012,24900,0,0,24900,2026-08-25T17:51:00,setl_0015,upi,captured
pay_000036,payment,ORD4035,19950,1200,216,18534,2026-08-25T17:57:00,setl_0015,netbanking,captured
pay_000089,payment,ORD4088,120000,0,0,120000,2026-08-25T18:18:00,setl_0015,upi,captured
pay_000123,payment,ORD4122,45000,900,162,43938,2026-08-25T18:41:00,setl_0015,card,captured
pay_000041,payment,ORD4040,89999,0,0,89999,2026-08-25T18:59:00,setl_0015,upi,captured
pay_000219,payment,ORD4218,75099,0,0,75099,2026-08-25T19:50:00,setl_0015,upi,captured
pay_000225,payment,ORD4224,89900,0,0,89900,2026-08-26T10:55:00,setl_0016,upi,captured
pay_000112,payment,ORD4111,19950,0,0,19950,2026-08-26T11:24:00,setl_0016,upi,captured
pay_000052,payment,ORD4051,45099,1200,216,43683,2026-08-26T11:44:00,setl_0016,netbanking,captured
pay_000071,payment,ORD4070,34900,0,0,34900,2026-08-26T12:44:00,setl_0016,upi,captured
pay_000297,payment,ORD4296,49950,0,0,49950,2026-08-26T12:56:00,setl_0016,upi,captured
pay_000241,payment,ORD4240,75000,1350,243,73407,2026-08-26T13:26:00,setl_0016,wallet,captured
pay_000263,payment,ORD4262,29900,0,0,29900,2026-08-26T15:31:00,setl_0016,upi,captured
pay_000215,payment,ORD4214,19950,0,0,19950,2026-08-26T15:54:00,setl_0016,upi,captured
pay_000176,payment,ORD4175,29900,1200,216,28484,2026-08-26T16:42:00,setl_0016,netbanking,captured
pay_000120,payment,ORD4119,34999,0,0,34999,2026-08-26T17:12:00,setl_0016,upi,captured
pay_000083,payment,ORD4082,19999,400,72,19527,2026-08-26T17:53:00,setl_0016,card,captured
pay_000154,payment,ORD4153,45000,0,0,45000,2026-08-26T21:11:00,setl_0016,upi,captured
pay_000048,payment,ORD4047,89999,0,0,89999,2026-08-27T08:20:00,setl_0017,upi,captured
pay_000025,payment,ORD4024,24900,498,90,24312,2026-08-27T09:23:00,setl_0017,card,captured
pay_000122,payment,ORD4121,575000,0,0,575000,2026-08-27T11:01:00,setl_0017,upi,captured
pay_000109,payment,ORD4108,899900,0,0,899900,2026-08-27T11:28:00,setl_0017,upi,captured
pay_000003,payment,ORD4002,24900,498,90,24312,2026-08-27T14:03:00,setl_0017,card,captured
pay_000158,payment,ORD4157,59999,0,0,59999,2026-08-27T15:04:00,setl_0017,upi,captured
pay_000294,payment,ORD4293,34900,0,0,34900,2026-08-27T16:31:00,setl_0017,upi,captured
pay_000248,payment,ORD4247,75000,1500,270,73230,2026-08-27T18:08:00,setl_0017,card,captured
pay_000133,payment,ORD4132,45050,0,0,45050,2026-08-27T20:13:00,setl_0017,upi,captured
pay_000265,payment,ORD4264,59900,0,0,59900,2026-08-27T20:58:00,setl_0017,upi,captured
pay_000172,payment,ORD4171,59900,1198,216,58486,2026-08-27T21:40:00,setl_0017,card,captured
rfnd_000301,refund,ORD4024,-24900,498,90,-25488,2026-08-28T09:23:00,,card,processed
pay_000192,payment,ORD4191,75000,0,0,75000,2026-08-28T10:13:00,setl_0018,upi,captured
pay_000044,payment,ORD4043,29900,1200,216,28484,2026-08-28T13:16:00,setl_0018,netbanking,captured
pay_000254,payment,ORD4253,34900,698,126,34076,2026-08-29T09:37:00,setl_0019,card,captured
pay_000066,payment,ORD4065,34900,628,113,34159,2026-08-29T10:02:00,setl_0019,wallet,captured
pay_000051,payment,ORD4050,75099,0,0,75099,2026-08-29T16:12:00,setl_0019,upi,captured
pay_000182,payment,ORD4181,19900,0,0,19900,2026-08-29T16:15:00,setl_0019,upi,captured
pay_000195,payment,ORD4194,29900,0,0,29900,2026-08-29T16:46:00,setl_0019,upi,captured
pay_000251,payment,ORD4250,49900,1200,216,48484,2026-08-29T18:05:00,setl_0019,netbanking,captured
pay_000168,payment,ORD4167,399900,7998,1440,390462,2026-08-29T19:52:00,setl_0019,card,captured
pay_000256,payment,ORD4255,89900,0,0,89900,2026-08-29T20:05:00,setl_0019,upi,captured
pay_000139,payment,ORD4138,249900,0,0,249900,2026-08-29T20:40:00,setl_0019,upi,captured
pay_000291,payment,ORD4290,75000,1500,270,73230,2026-08-29T20:57:00,setl_0019,card,captured
pay_000096,payment,ORD4095,24900,0,0,24900,2026-08-29T21:40:00,setl_0019,upi,captured
pay_000102,payment,ORD4101,899900,0,0,899900,2026-08-30T10:15:00,setl_0020,upi,captured
pay_000264,payment,ORD4263,49900,0,0,49900,2026-08-30T10:21:00,setl_0020,upi,captured
pay_000026,payment,ORD4025,75000,0,0,75000,2026-08-30T12:22:00,setl_0020,upi,captured
pay_000107,payment,ORD4106,45050,901,162,43987,2026-08-30T12:25:00,setl_0020,card,captured
pay_000183,payment,ORD4182,59900,1198,216,58486,2026-08-30T12:43:00,setl_0020,card,captured
pay_000198,payment,ORD4197,89900,0,0,89900,2026-08-30T14:52:00,setl_0020,upi,captured
pay_000273,payment,ORD4272,24900,1200,216,23484,2026-08-30T15:40:00,setl_0020,netbanking,captured
pay_000202,payment,ORD4201,89900,0,0,89900,2026-08-30T16:43:00,setl_0020,upi,captured
pay_000131,payment,ORD4130,45050,1200,216,43634,2026-08-30T16:47:00,setl_0020,netbanking,captured
pay_000253,payment,ORD4252,34900,698,126,34076,2026-08-30T17:00:00,setl_0020,card,captured
pay_000262,payment,ORD4261,19900,398,72,19430,2026-08-30T18:01:00,setl_0020,card,captured
pay_000244,payment,ORD4243,45000,0,0,45000,2026-08-30T19:43:00,setl_0020,upi,captured
pay_000221,payment,ORD4220,89900,1798,324,87778,2026-08-30T20:05:00,setl_0020,card,captured
pay_000197,payment,ORD4196,89999,1800,324,87875,2026-08-31T11:09:00,setl_0021,card,captured
pay_000157,payment,ORD4156,24900,0,0,24900,2026-08-31T13:11:00,setl_0021,upi,captured
pay_000295,payment,ORD4294,45099,902,162,44035,2026-08-31T14:29:00,setl_0021,card,captured
pay_000278,payment,ORD4277,29950,599,108,29243,2026-08-31T14:38:00,setl_0021,card,captured
pay_000087,payment,ORD4086,75000,1500,270,73230,2026-08-31T16:04:00,setl_0021,card,captured
rfnd_000302,refund,ORD4252,-34900,698,126,-35724,2026-08-31T17:00:00,,card,processed
pay_000280,payment,ORD4279,249900,0,0,249900,2026-08-31T18:07:00,setl_0021,upi,captured
pay_000084,payment,ORD4083,19900,0,0,19900,2026-08-31T19:41:00,setl_0021,upi,captured
pay_000148,payment,ORD4147,45000,0,0,45000,2026-08-31T20:07:00,setl_0021,upi,captured
pay_000074,payment,ORD4073,575000,11500,2070,561430,2026-08-31T21:24:00,setl_0021,card,captured
pay_000059,payment,ORD4058,120000,0,0,120000,2026-09-01T08:24:00,setl_0022,upi,captured
pay_000206,payment,ORD4205,34999,1200,216,33583,2026-09-01T08:54:00,setl_0022,netbanking,captured
pay_000185,payment,ORD4184,899900,17998,3240,878662,2026-09-01T09:16:00,setl_0022,card,captured
pay_000193,payment,ORD4192,29900,0,0,29900,2026-09-01T10:28:00,setl_0022,upi,captured
pay_000232,payment,ORD4231,575000,0,0,575000,2026-09-01T11:32:00,setl_0022,upi,captured
pay_000283,payment,ORD4282,45000,900,162,43938,2026-09-01T15:29:00,setl_0022,card,captured
pay_000092,payment,ORD4091,75000,1350,243,73407,2026-09-01T16:18:00,setl_0022,wallet,captured
pay_000155,payment,ORD4154,49900,0,0,49900,2026-09-01T17:22:00,setl_0022,upi,captured
pay_000209,payment,ORD4208,24900,0,0,24900,2026-09-01T18:40:00,setl_0022,upi,captured
pay_000055,payment,ORD4054,45000,810,146,44044,2026-09-01T18:42:00,setl_0022,wallet,captured
pay_000138,payment,ORD4137,575000,0,0,575000,2026-09-01T19:20:00,setl_0022,upi,captured
pay_000272,payment,ORD4271,249900,0,0,249900,2026-09-01T19:38:00,setl_0022,upi,captured
pay_000236,payment,ORD4235,59950,0,0,59950,2026-09-01T19:40:00,setl_0022,upi,captured
pay_000226,payment,ORD4225,29900,0,0,29900,2026-09-01T20:16:00,setl_0022,upi,captured
pay_000289,payment,ORD4288,120000,1200,216,118584,2026-09-01T20:52:00,setl_0022,netbanking,captured
pay_000115,payment,ORD4114,120050,0,0,120050,2026-09-01T20:57:00,setl_0022,upi,captured
pay_000056,payment,ORD4055,399900,7198,1296,391406,2026-09-02T09:25:00,setl_0023,wallet,captured
pay_000228,payment,ORD4227,29900,0,0,29900,2026-09-02T13:38:00,setl_0023,upi,captured
pay_000200,payment,ORD4199,75000,0,0,75000,2026-09-02T15:05:00,setl_0023,upi,captured
pay_000285,payment,ORD4284,899900,17998,3240,878662,2026-09-02T17:10:00,setl_0023,card,captured
pay_000072,payment,ORD4071,49900,1200,216,48484,2026-09-02T18:08:00,setl_0023,netbanking,captured
pay_000234,payment,ORD4233,120000,2400,432,117168,2026-09-02T18:26:00,setl_0023,card,captured
pay_000216,payment,ORD4215,19999,400,72,19527,2026-09-03T09:22:00,setl_0024,card,captured
pay_000274,payment,ORD4273,249900,0,0,249900,2026-09-03T09:58:00,setl_0024,upi,captured
pay_000009,payment,ORD4008,89950,1200,216,88534,2026-09-03T11:05:00,setl_0024,netbanking,captured
pay_000031,payment,ORD4030,89900,1798,324,87778,2026-09-03T11:34:00,setl_0024,card,captured
pay_000180,payment,ORD4179,120000,1200,216,118584,2026-09-03T12:10:00,setl_0024,netbanking,captured
pay_000101,payment,ORD4100,24900,1200,216,23484,2026-09-03T12:54:00,setl_0024,netbanking,captured
pay_000011,payment,ORD4010,899900,0,0,899900,2026-09-03T13:09:00,setl_0024,upi,captured
pay_000210,payment,ORD4209,89900,1200,216,88484,2026-09-03T13:12:00,setl_0024,netbanking,captured
pay_000103,payment,ORD4102,249900,4998,900,244002,2026-09-03T13:50:00,setl_0024,card,captured
pay_000177,payment,ORD4176,89950,1799,324,87827,2026-09-03T19:32:00,setl_0024,card,captured
pay_000255,payment,ORD4254,1250000,0,0,1250000,2026-09-04T10:13:00,setl_0025,upi,captured
pay_000033,payment,ORD4032,49900,898,162,48840,2026-09-04T11:12:00,setl_0025,wallet,captured
pay_000250,payment,ORD4249,45000,0,0,45000,2026-09-04T12:22:00,setl_0025,upi,captured
pay_000275,payment,ORD4274,45000,0,0,45000,2026-09-04T12:35:00,setl_0025,upi,captured
pay_000230,payment,ORD4229,45000,0,0,45000,2026-09-04T12:46:00,setl_0025,upi,captured
pay_000271,payment,ORD4270,59999,0,0,59999,2026-09-04T16:58:00,setl_0025,upi,captured
pay_000037,payment,ORD4036,24950,499,90,24361,2026-09-04T18:05:00,setl_0025,card,captured
pay_000042,payment,ORD4041,29950,539,97,29314,2026-09-04T19:41:00,setl_0025,wallet,captured
pay_000213,payment,ORD4212,49900,0,0,49900,2026-09-04T20:41:00,setl_0025,upi,captured
pay_000032,payment,ORD4031,399900,7998,1440,390462,2026-09-04T20:48:00,setl_0025,card,captured
pay_000166,payment,ORD4165,29900,538,97,29265,2026-09-04T20:51:00,setl_0025,wallet,captured
pay_000277,payment,ORD4276,120050,0,0,120050,2026-09-05T09:49:00,setl_0026,upi,captured
